Base_Fare,Days_to_Journey,Seats_Booked_Percentage,Is_Premium,Target_Fare
1595,8,41,0,1595.0
1632,51,72,1,2448.0
2801,11,21,1,3081.1000000000004
1894,63,72,0,1894.0
2221,57,86,1,3331.5
515,12,10,1,515.0
1061,73,60,1,1591.5
1865,2,79,1,2797.5
2900,8,17,1,2900.0
2268,11,77,1,3402.0
2734,53,14,0,2734.0
1416,100,98,0,1416.0
710,10,95,0,710.0
607,85,48,0,607.0
2893,84,32,1,3471.6
1032,112,77,0,1032.0
2502,8,61,1,3753.0
1056,36,13,1,1056.0
1823,93,56,0,1823.0
2331,106,30,0,2331.0
2962,76,65,1,4443.0
2079,14,75,0,2079.0
636,112,68,0,636.0
747,54,16,1,747.0
1029,114,58,1,1440.6
1940,85,25,1,2134.0
2403,86,26,1,2643.3
1671,21,93,1,2506.5
763,108,96,1,1144.5
2768,50,84,0,2768.0
685,94,43,0,685.0
548,39,42,0,548.0
1507,20,35,1,1808.3999999999999
2853,88,75,1,4279.5
855,87,72,0,855.0
2166,7,96,0,2166.0
1199,9,50,0,1199.0
1584,1,95,1,2376.0
1412,26,67,0,1412.0
2907,38,88,0,2907.0
1923,38,19,0,1923.0
2956,118,24,1,3251.6000000000004
880,61,51,0,880.0
2086,44,66,0,2086.0
2561,86,96,1,3841.5
2001,44,26,1,2201.1000000000004
2808,74,69,1,4212.0
740,119,18,1,740.0
2410,62,45,1,3133.0
2896,6,82,0,2896.0
2266,17,89,0,2266.0
1234,51,45,1,1604.2
1603,114,57,1,2244.2
2125,38,60,1,3187.5
2089,24,79,1,3133.5
710,51,83,0,710.0
661,10,89,0,661.0
1842,72,77,1,2763.0
805,21,31,1,966.0
2590,70,86,1,3885.0
741,85,89,1,1111.5
1739,57,15,0,1739.0
643,39,35,1,771.6
889,88,84,1,1333.5
411,33,97,0,411.0
960,59,12,1,960.0
441,18,61,0,441.0
993,56,83,1,1489.5
1852,92,69,1,2778.0
2226,57,72,0,2226.0
2093,116,74,1,3139.5
533,96,61,0,533.0
1347,76,99,0,1347.0
472,48,85,0,472.0
798,42,23,1,877.8000000000001
1828,27,98,1,2742.0
529,74,81,0,529.0
2211,110,77,1,3316.5
2401,52,37,1,2881.2
665,42,80,1,997.5
1960,32,19,0,1960.0
2385,106,66,0,2385.0
1192,26,75,1,1788.0
2700,25,99,0,2700.0
1712,75,59,1,2396.7999999999997
563,23,23,1,619.3000000000001
494,98,25,1,543.4000000000001
2205,57,63,0,2205.0
1533,52,52,0,1533.0
2783,104,51,1,3896.2
1221,87,90,0,1221.0
637,93,31,1,764.4
2828,31,77,0,2828.0
2930,64,28,0,2930.0
2360,71,75,0,2360.0
1448,104,48,1,1882.4
2076,33,82,1,3114.0
2929,85,28,1,3221.9
1363,2,25,0,1663.0
936,18,63,1,1404.0
2003,47,34,1,2403.6
2379,33,27,1,2616.9
527,101,32,1,632.4
491,98,94,0,491.0
942,84,20,0,942.0
1245,35,48,1,1618.5
2081,51,77,0,2081.0
2251,114,34,0,2251.0
2894,118,72,0,2894.0
789,18,39,0,789.0
2284,110,54,0,2284.0
442,88,99,1,663.0
653,72,70,0,653.0
1483,30,60,1,2224.5
2914,44,18,1,2914.0
2734,53,85,1,4101.0
1940,10,11,0,1940.0
2353,87,14,0,2353.0
2792,52,71,0,2792.0
1041,49,78,0,1041.0
2829,11,61,1,4243.5
1089,66,95,1,1633.5
1676,58,14,1,1676.0
2350,90,68,0,2350.0
1479,36,77,1,2218.5
1886,33,18,1,1886.0
856,47,31,1,1027.2
1382,13,36,0,1382.0
2530,40,19,1,2530.0
1522,89,89,1,2283.0
548,68,70,0,548.0
1752,42,60,1,2628.0
1579,19,19,0,1579.0
589,82,15,1,589.0
1282,101,71,0,1282.0
2710,94,14,0,2710.0
799,19,79,0,799.0
1008,58,72,1,1512.0
2195,23,65,1,3292.5
2038,54,68,0,2038.0
1975,80,72,0,1975.0
2548,65,98,0,2548.0
1782,12,68,0,1782.0
1803,24,60,0,1803.0
1219,34,59,0,1219.0
1219,53,13,0,1219.0
819,8,57,0,819.0
523,18,41,0,523.0
821,57,60,0,821.0
1908,112,61,0,1908.0
1997,5,83,0,1997.0
1167,26,43,1,1517.1000000000001
2444,30,45,0,2444.0
2930,54,79,1,4395.0
2966,13,52,1,4152.4
2602,83,25,1,2862.2000000000003
2539,29,68,0,2539.0
1949,3,62,1,2923.5
2902,90,28,0,2902.0
2164,104,98,1,3246.0
2444,58,50,0,2444.0
909,76,90,0,909.0
1606,2,56,1,2248.3999999999996
785,75,63,1,1177.5
1997,108,64,0,1997.0
2852,28,28,1,3137.2000000000003
2693,82,71,0,2693.0
1141,77,68,0,1141.0
2311,101,74,0,2311.0
1846,86,77,1,2769.0
1300,76,37,0,1300.0
2512,2,27,0,2812.0
2660,101,35,0,2660.0
2409,7,28,0,2409.0
641,26,64,1,961.5
2940,90,66,1,4410.0
2785,88,15,1,2785.0
2420,76,10,1,2420.0
572,16,17,0,572.0
1071,23,60,0,1071.0
563,40,94,0,563.0
864,60,97,0,864.0
896,73,34,0,896.0
1099,32,56,0,1099.0
2842,15,64,1,4263.0
1102,101,73,0,1102.0
2340,13,92,0,2340.0
2755,5,19,0,2755.0
2191,75,65,1,3286.5
582,74,21,0,582.0
1028,52,42,0,1028.0
2957,77,80,0,2957.0
2131,41,26,1,2344.1000000000004
945,53,70,0,945.0
1987,110,19,0,1987.0
1023,50,40,1,1329.9
993,15,69,0,993.0
1143,106,79,1,1714.5
2168,7,26,0,2168.0
1859,40,59,1,2602.6
2348,28,46,0,2348.0
2468,32,91,0,2468.0
2844,99,71,1,4266.0
504,15,99,0,504.0
2639,112,89,0,2639.0
416,100,81,1,624.0
792,85,97,0,792.0
824,70,86,1,1236.0
2576,65,38,0,2576.0
971,4,41,1,1262.3
2476,11,97,0,2476.0
1520,108,89,0,1520.0
641,26,20,1,705.1
2679,61,15,0,2679.0
1188,37,44,1,1544.4
1114,23,42,1,1448.2
1158,93,27,1,1273.8000000000002
1175,85,46,0,1175.0
2647,112,22,0,2647.0
478,109,83,0,478.0
1255,109,99,1,1882.5
2914,113,90,1,4371.0
1839,91,73,1,2758.5
2896,103,10,0,2896.0
2534,40,72,1,3801.0
2548,77,98,0,2548.0
1431,23,43,0,1431.0
1244,16,19,0,1244.0
486,94,93,0,486.0
2490,61,16,0,2490.0
807,68,65,0,807.0
2068,104,89,0,2068.0
547,80,46,0,547.0
2724,31,38,1,3268.7999999999997
631,53,21,0,631.0
2350,106,26,0,2350.0
765,25,57,1,1071.0
2074,44,93,1,3111.0
835,12,35,1,1002.0
798,90,92,1,1197.0
1634,101,21,0,1634.0
1814,112,30,1,2176.7999999999997
2946,97,51,1,4124.4
2987,92,70,1,4480.5
962,9,67,1,1443.0
2889,12,63,0,2889.0
1684,69,43,1,2189.2000000000003
1172,54,16,1,1172.0
2797,116,44,1,3636.1
2437,54,24,1,2680.7000000000003
2967,28,74,0,2967.0
1743,56,99,1,2614.5
2585,99,34,1,3102.0
1973,69,68,1,2959.5
1391,98,88,0,1391.0
2815,110,95,1,4222.5
1646,98,15,1,1646.0
759,77,61,0,759.0
1320,103,88,1,1980.0
2776,106,97,0,2776.0
2910,109,30,0,2910.0
1362,112,80,1,2043.0
2227,58,41,1,2895.1
2013,78,62,0,2013.0
2040,75,68,0,2040.0
2616,42,78,1,3924.0
616,38,71,0,616.0
777,68,13,0,777.0
518,53,95,1,777.0
589,33,27,0,589.0
769,71,90,0,769.0
2201,56,65,0,2201.0
2596,105,33,0,2596.0
1051,72,75,0,1051.0
2282,101,22,0,2282.0
1911,51,71,1,2866.5
1169,74,63,0,1169.0
2821,43,24,1,3103.1000000000004
1180,15,78,1,1770.0
2116,38,12,1,2116.0
2607,15,46,1,3389.1
2798,5,46,1,3637.4
1711,93,12,1,1711.0
1649,83,72,1,2473.5
922,54,44,1,1198.6000000000001
921,51,61,0,921.0
1182,10,96,1,1773.0
2720,12,37,1,3264.0
1335,118,27,1,1468.5000000000002
2630,4,45,0,2630.0
2088,95,42,1,2714.4
887,18,73,0,887.0
2250,80,35,1,2700.0
1245,104,57,1,1743.0
2571,36,49,0,2571.0
2861,25,26,1,3147.1000000000004
2403,87,49,0,2403.0
2148,76,16,0,2148.0
1085,98,66,1,1627.5
2560,36,17,1,2560.0
2569,101,65,0,2569.0
1967,67,40,0,1967.0
1645,9,68,1,2467.5
438,61,67,1,657.0
2944,53,21,1,3238.4
1179,18,57,0,1179.0
1656,43,40,1,2152.8
2596,35,92,0,2596.0
2327,63,72,1,3490.5
701,119,83,0,701.0
2685,98,48,0,2685.0
1046,105,85,1,1569.0
1062,78,29,0,1062.0
2683,4,57,0,2683.0
2159,93,80,0,2159.0
2650,41,63,0,2650.0
655,45,87,0,655.0
997,50,84,1,1495.5
1061,79,80,1,1591.5
634,28,38,0,634.0
1768,42,83,1,2652.0
2981,80,82,0,2981.0
1169,76,57,0,1169.0
2988,116,83,1,4482.0
612,69,92,0,612.0
862,98,65,0,862.0
2883,106,26,0,2883.0
682,1,18,1,682.0
1886,39,43,1,2451.8
1830,96,54,0,1830.0
487,90,97,0,487.0
1467,17,18,0,1467.0
860,112,16,0,860.0
2725,91,25,0,2725.0
2868,88,28,1,3154.8
2124,35,15,1,2124.0
1776,46,20,1,1953.6000000000001
914,42,85,1,1371.0
1102,118,70,0,1102.0
2053,39,51,0,2053.0
2466,90,22,1,2712.6000000000004
422,49,21,1,464.20000000000005
2860,62,94,0,2860.0
1453,38,83,1,2179.5
2230,23,29,0,2230.0
2555,22,59,0,2555.0
1704,4,45,0,1704.0
1534,49,97,1,2301.0
2583,59,78,1,3874.5
761,73,46,1,989.3000000000001
2576,68,21,1,2833.6000000000004
2299,71,49,1,2988.7000000000003
1684,87,63,0,1684.0
914,2,11,1,914.0
848,49,59,0,848.0
2323,88,50,0,2323.0
1906,104,54,0,1906.0
1647,119,18,1,1647.0
2255,95,71,1,3382.5
1273,111,95,1,1909.5
2920,31,56,1,4087.9999999999995
1828,111,14,1,1828.0
2749,40,85,1,4123.5
2678,48,10,1,2678.0
2154,51,53,1,3015.6
1322,43,31,0,1322.0
2559,98,47,1,3326.7000000000003
1436,55,28,0,1436.0
1816,88,89,0,1816.0
2947,49,40,0,2947.0
2681,90,76,0,2681.0
713,80,96,1,1069.5
2656,57,51,1,3718.3999999999996
2397,111,91,0,2397.0
1437,77,35,0,1437.0
2056,15,22,0,2056.0
2178,27,67,1,3267.0
1414,68,27,0,1414.0
1493,80,76,0,1493.0
1524,64,96,1,2286.0
1097,94,12,0,1097.0
2579,108,64,1,3868.5
1804,30,98,1,2706.0
1555,36,67,0,1555.0
1443,67,72,0,1443.0
2329,86,61,0,2329.0
2983,113,98,1,4474.5
1413,86,33,1,1695.6
626,114,81,1,939.0
2228,114,18,0,2228.0
1892,119,46,0,1892.0
1221,49,92,0,1221.0
2423,76,62,0,2423.0
1270,55,89,0,1270.0
2852,85,33,0,2852.0
2649,56,30,1,3178.7999999999997
2485,68,49,1,3230.5
2195,95,71,1,3292.5
587,44,79,0,587.0
1480,31,78,1,2220.0
1340,58,23,1,1474.0000000000002
2720,87,51,1,3807.9999999999995
2963,118,59,0,2963.0
925,53,70,0,925.0
735,84,13,1,735.0
1478,79,81,0,1478.0
2947,23,97,0,2947.0
2983,28,84,0,2983.0
561,16,26,0,561.0
993,37,94,1,1489.5
2338,21,66,0,2338.0
2606,79,99,1,3909.0
459,17,57,1,642.5999999999999
2301,114,53,0,2301.0
2658,37,54,0,2658.0
805,77,89,0,805.0
1063,19,99,1,1594.5
1532,30,42,1,1991.6000000000001
1499,45,40,1,1948.7
941,18,56,1,1317.3999999999999
1737,78,15,1,1737.0
1397,62,81,1,2095.5
1540,36,80,1,2310.0
1267,100,43,0,1267.0
2466,84,62,1,3699.0
831,52,23,1,914.1
1139,19,25,1,1252.9
1773,109,52,1,2482.2
582,44,82,0,582.0
2560,7,83,1,3840.0
1606,44,90,1,2409.0
2928,117,21,0,2928.0
1569,68,79,0,1569.0
1230,34,28,1,1353.0
2051,66,50,1,2871.3999999999996
1536,69,62,1,2304.0
875,55,38,1,1050.0
1726,10,79,1,2589.0
1370,96,68,1,2055.0
1419,42,98,0,1419.0
1541,41,73,0,1541.0
2236,77,33,1,2683.2
560,103,98,1,840.0
2848,69,25,1,3132.8
597,10,61,0,597.0
1683,10,89,1,2524.5
1059,102,15,0,1059.0
2175,91,46,0,2175.0
1470,60,94,1,2205.0
2410,51,13,0,2410.0
798,21,47,1,1037.4
2133,8,50,0,2133.0
1982,65,90,1,2973.0
2525,92,23,1,2777.5
2571,113,80,0,2571.0
474,103,95,0,474.0
2584,78,60,0,2584.0
1001,85,74,1,1501.5
1236,30,61,0,1236.0
1928,85,39,0,1928.0
899,49,66,1,1348.5
1996,9,88,1,2994.0
537,17,91,0,537.0
2497,69,39,0,2497.0
2194,58,51,0,2194.0
1372,57,20,1,1509.2
2042,62,36,1,2450.4
2285,95,33,0,2285.0
2701,52,48,1,3511.3
2428,61,81,0,2428.0
2300,40,27,0,2300.0
1849,38,86,1,2773.5
946,43,54,0,946.0
1321,63,97,0,1321.0
980,19,96,1,1470.0
1772,100,21,0,1772.0
2356,50,58,0,2356.0
2403,33,40,1,3123.9
2496,13,31,0,2496.0
1103,78,53,0,1103.0
2708,97,73,1,4062.0
2803,62,86,1,4204.5
2025,93,34,1,2430.0
1037,43,60,0,1037.0
1409,49,16,1,1409.0
1040,36,15,0,1040.0
2261,108,33,1,2713.2
1605,10,28,0,1605.0
1085,95,92,0,1085.0
2251,6,18,1,2251.0
587,57,45,0,587.0
2019,1,49,0,2319.0
2087,71,33,1,2504.4
1384,58,57,0,1384.0
947,91,72,0,947.0
1831,21,78,0,1831.0
1275,92,62,1,1912.5
1017,80,63,1,1525.5
2861,56,51,1,4005.3999999999996
1765,110,54,1,2471.0
1643,87,99,1,2464.5
1302,116,23,1,1432.2
562,20,38,1,674.4
2374,102,15,1,2374.0
669,54,16,0,669.0
1031,25,46,0,1031.0
1305,28,62,0,1305.0
2414,5,27,0,2414.0
2041,21,96,1,3061.5
604,18,47,0,604.0
981,47,68,0,981.0
1979,70,10,0,1979.0
1240,57,77,0,1240.0
2236,93,53,0,2236.0
1651,19,56,1,2311.3999999999996
2119,97,44,1,2754.7000000000003
2042,65,96,0,2042.0
2697,109,69,0,2697.0
1274,3,99,0,1274.0
1864,42,61,0,1864.0
2643,21,17,1,2643.0
1089,99,89,0,1089.0
2410,105,50,1,3374.0
1822,40,12,0,1822.0
2401,67,78,1,3601.5
1071,25,93,1,1606.5
1571,109,23,1,1728.1000000000001
1895,102,35,0,1895.0
1343,109,79,0,1343.0
2646,55,67,1,3969.0
1849,84,49,0,1849.0
2939,52,60,0,2939.0
1295,44,14,1,1295.0
2589,109,86,0,2589.0
1736,98,41,1,2256.8
564,85,89,0,564.0
2761,56,10,0,2761.0
2468,55,86,1,3702.0
1505,112,63,1,2257.5
2153,87,20,1,2368.3
2752,70,62,1,4128.0
2338,115,17,0,2338.0
770,117,34,0,770.0
2280,77,49,0,2280.0
1252,113,41,1,1627.6000000000001
783,87,97,0,783.0
2331,73,37,0,2331.0
2892,81,87,0,2892.0
824,66,12,1,824.0
2608,19,93,1,3912.0
1028,83,88,0,1028.0
1294,7,71,0,1294.0
2937,118,36,1,3524.4
2774,63,54,1,3883.6
997,42,34,1,1196.3999999999999
2736,42,70,1,4104.0
992,59,53,0,992.0
2087,20,55,1,2921.7999999999997
972,73,23,0,972.0
2475,17,17,1,2475.0
2490,27,57,0,2490.0
2104,47,23,0,2104.0
2870,2,74,1,4305.0
576,63,89,0,576.0
928,62,91,0,928.0
2033,100,16,0,2033.0
1365,19,88,1,2047.5
1917,17,97,1,2875.5
597,69,58,1,835.8
1252,39,64,0,1252.0
1937,82,22,0,1937.0
2469,117,82,0,2469.0
1480,118,65,0,1480.0
497,71,65,1,745.5
2303,81,24,0,2303.0
834,39,66,0,834.0
1036,36,67,0,1036.0
987,40,44,1,1283.1000000000001
743,45,97,0,743.0
1717,4,25,1,1888.7
2379,102,17,1,2379.0
970,25,96,0,970.0
1010,69,54,0,1010.0
2127,30,49,0,2127.0
2690,76,63,0,2690.0
2254,68,23,1,2479.4
1359,88,68,1,2038.5
2479,29,62,1,3718.5
2838,73,36,1,3405.6
2724,68,56,1,3813.6
931,51,89,1,1396.5
1577,24,15,1,1577.0
2830,14,64,1,4245.0
1491,69,53,1,2087.4
2301,18,27,1,2531.1000000000004
1283,42,25,0,1283.0
2661,57,21,0,2661.0
2078,83,29,0,2078.0
2823,12,54,1,3952.2
2660,82,73,0,2660.0
2526,17,68,1,3789.0
2149,30,99,1,3223.5
1181,88,31,0,1181.0
2505,75,56,1,3507.0
1280,99,38,0,1280.0
846,23,95,1,1269.0
2513,81,54,1,3518.2
2183,1,86,0,2837.9
1677,79,18,0,1677.0
2391,32,33,0,2391.0
1467,9,24,0,1467.0
1977,15,45,0,1977.0
1411,28,22,0,1411.0
2674,24,53,1,3743.6
1173,60,80,1,1759.5
2214,35,81,1,3321.0
2826,86,87,1,4239.0
1601,27,85,0,1601.0
1850,83,45,1,2405.0
706,109,70,1,1059.0
1178,76,90,0,1178.0
2951,20,49,1,3836.3
2715,65,36,0,2715.0
407,85,10,0,407.0
2955,49,43,0,2955.0
875,109,77,1,1312.5
1720,1,97,0,2236.0
2611,10,30,1,3133.2
884,47,42,1,1149.2
1304,59,16,1,1304.0
958,96,74,0,958.0
2367,62,12,0,2367.0
2685,103,60,0,2685.0
1527,86,88,1,2290.5
1633,18,63,1,2449.5
867,112,89,0,867.0
2833,46,83,1,4249.5
1247,32,68,0,1247.0
2834,27,15,0,2834.0
658,92,38,1,789.6
682,18,26,1,750.2
2049,39,69,0,2049.0
2298,49,31,1,2757.6
439,93,33,0,439.0
2933,82,90,0,2933.0
2667,44,94,1,4000.5
1414,72,60,0,1414.0
1012,54,59,1,1416.8
2315,95,20,0,2315.0
1087,34,65,1,1630.5
1012,71,80,1,1518.0
2707,36,51,0,2707.0
2813,18,48,1,3656.9
2181,38,78,1,3271.5
2210,59,57,0,2210.0
2991,9,66,1,4486.5
1947,73,30,0,1947.0
2330,110,91,1,3495.0
1552,72,29,0,1552.0
974,51,24,0,974.0
2310,35,78,0,2310.0
1412,82,86,0,1412.0
1069,5,60,1,1603.5
668,14,85,0,668.0
1683,92,71,1,2524.5
1323,30,94,0,1323.0
1525,4,46,1,1982.5
1929,39,15,0,1929.0
2158,84,80,1,3237.0
1994,64,35,1,2392.7999999999997
646,25,17,0,646.0
1960,28,82,0,1960.0
2578,76,13,0,2578.0
2800,66,30,1,3360.0
2643,107,40,1,3435.9
2339,78,30,1,2806.7999999999997
1329,22,34,1,1594.8
626,31,24,0,626.0
664,23,44,0,664.0
1795,48,58,0,1795.0
1857,20,52,0,1857.0
1045,38,50,1,1463.0
2658,55,46,1,3455.4
1818,68,66,0,1818.0
1873,79,51,1,2622.2
1787,88,56,0,1787.0
2299,89,70,1,3448.5
2904,1,23,1,3194.4
1649,7,77,1,2473.5
1381,57,62,1,2071.5
1554,95,93,1,2331.0
987,12,43,1,1283.1000000000001
875,106,85,0,875.0
2221,5,33,1,2665.2
1385,108,29,0,1385.0
2603,50,78,0,2603.0
1641,42,39,0,1641.0
589,102,97,0,589.0
1840,12,16,0,1840.0
1380,103,45,0,1380.0
2098,18,47,1,2727.4
2115,66,89,1,3172.5
2993,74,61,1,4489.5
440,79,24,0,440.0
2754,94,55,0,2754.0
1342,108,32,0,1342.0
737,17,21,1,810.7
1737,68,53,1,2431.7999999999997
1498,71,24,1,1647.8000000000002
2726,62,58,0,2726.0
1295,41,30,0,1295.0
2720,95,24,0,2720.0
2074,115,23,1,2281.4
1330,119,51,0,1330.0
688,103,89,0,688.0
1123,119,24,0,1123.0
2719,34,72,0,2719.0
2353,70,77,1,3529.5
1489,114,36,1,1786.8
882,102,96,0,882.0
1335,45,62,0,1335.0
2695,58,61,1,4042.5
555,51,72,1,832.5
1470,34,82,0,1470.0
2358,44,62,1,3537.0
2901,15,66,1,4351.5
2648,78,61,0,2648.0
2083,70,52,1,2916.2
523,50,16,1,523.0
2448,101,51,1,3427.2
1367,114,13,1,1367.0
1254,32,78,0,1254.0
1039,67,14,1,1039.0
2638,3,84,1,3957.0
2002,86,89,0,2002.0
2963,86,50,1,4148.2
841,74,13,0,841.0
2344,51,11,0,2344.0
2238,67,76,1,3357.0
2229,76,30,1,2674.7999999999997
2590,93,79,1,3885.0
932,48,52,1,1304.8
2674,17,91,1,4011.0
1736,7,78,0,1736.0
1348,13,18,1,1348.0
2419,66,93,0,2419.0
859,4,37,1,1030.8
950,10,35,0,950.0
792,103,91,1,1188.0
2187,88,92,1,3280.5
1244,17,12,1,1244.0
2657,52,82,1,3985.5
1538,6,58,1,2153.2
1045,83,26,0,1045.0
2666,69,72,1,3999.0
2854,96,64,1,4281.0
1866,74,32,1,2239.2
1777,9,43,0,1777.0
2997,91,78,1,4495.5
541,77,24,0,541.0
900,83,56,1,1260.0
1239,21,12,0,1239.0
2082,24,92,1,3123.0
1965,102,37,1,2358.0
2446,4,12,0,2446.0
1930,24,13,1,1930.0
995,59,97,0,995.0
2304,99,40,1,2995.2000000000003
680,3,54,1,951.9999999999999
823,68,68,0,823.0
669,101,54,1,936.5999999999999
553,40,84,0,553.0
2150,48,46,0,2150.0
1061,54,74,1,1591.5
2367,35,18,1,2367.0
482,95,26,1,530.2
1849,56,74,0,1849.0
1698,108,12,0,1698.0
2731,89,35,1,3277.2
1379,40,62,0,1379.0
2620,77,40,0,2620.0
2059,68,35,0,2059.0
1798,46,32,0,1798.0
1032,78,39,1,1238.3999999999999
1931,13,19,1,1931.0
1186,27,81,1,1779.0
797,6,98,0,797.0
1543,17,73,0,1543.0
1333,36,31,0,1333.0
1860,104,24,0,1860.0
2252,113,65,1,3378.0
2912,99,83,0,2912.0
685,81,29,0,685.0
664,105,56,1,929.5999999999999
2767,2,96,1,4150.5
2536,77,62,1,3804.0
2077,52,62,0,2077.0
1626,66,10,0,1626.0
1220,52,11,0,1220.0
2162,92,67,0,2162.0
2781,43,28,0,2781.0
2669,90,71,0,2669.0
440,22,87,1,660.0
2131,111,81,0,2131.0
467,107,21,1,513.7
1387,55,35,1,1664.3999999999999
2199,67,36,1,2638.7999999999997
2961,99,38,0,2961.0
2021,60,24,0,2021.0
2055,58,55,1,2877.0
1678,12,10,0,1678.0
1094,88,69,0,1094.0
2924,69,66,1,4386.0
1485,84,12,0,1485.0
2879,103,27,0,2879.0
2093,39,61,0,2093.0
2715,13,69,0,2715.0
1458,41,43,1,1895.4
1178,57,98,1,1767.0
893,53,69,0,893.0
1985,109,35,0,1985.0
1892,12,81,0,1892.0
2190,13,28,1,2409.0
1060,74,31,0,1060.0
1748,97,42,0,1748.0
1727,57,47,1,2245.1
1699,40,44,0,1699.0
2386,118,76,1,3579.0
2444,80,92,0,2444.0
2328,45,19,1,2328.0
1747,35,24,0,1747.0
1458,3,20,0,1458.0
1376,5,99,1,2064.0
881,90,33,1,1057.2
1127,11,86,1,1690.5
2927,71,13,1,2927.0
1431,117,22,1,1574.1000000000001
742,56,82,0,742.0
1847,10,66,1,2770.5
2779,106,46,1,3612.7000000000003
2885,116,57,1,4038.9999999999995
2621,34,80,1,3931.5
926,67,10,0,926.0
2296,72,69,0,2296.0
1058,31,21,0,1058.0
2473,75,30,0,2473.0
1219,109,20,0,1219.0
805,71,53,1,1127.0
2679,109,67,0,2679.0
2980,66,53,0,2980.0
1973,70,87,1,2959.5
2211,41,43,1,2874.3
904,63,34,0,904.0
578,32,13,0,578.0
531,20,73,1,796.5
2246,57,99,0,2246.0
1878,98,25,1,2065.8
2795,50,19,1,2795.0
2987,80,75,0,2987.0
1171,25,44,0,1171.0
1829,12,92,0,1829.0
2523,71,15,1,2523.0
978,39,28,1,1075.8000000000002
1915,17,68,0,1915.0
593,45,62,0,593.0
2407,11,17,0,2407.0
1585,70,87,1,2377.5
2794,23,19,1,2794.0
1784,91,76,1,2676.0
2192,110,47,0,2192.0
1510,70,38,1,1812.0
2661,38,24,1,2927.1000000000004
2336,2,96,0,3036.8
1179,86,32,1,1414.8
661,84,91,0,661.0
1129,89,55,1,1580.6
682,79,92,0,682.0
1890,113,37,0,1890.0
761,93,35,1,913.1999999999999
840,72,19,0,840.0
2540,37,56,1,3556.0
2044,49,13,0,2044.0
1266,52,64,0,1266.0
1847,33,75,0,1847.0
541,22,76,1,811.5
1714,114,16,0,1714.0
1855,111,64,0,1855.0
2275,5,89,1,3412.5
2247,103,40,0,2247.0
2112,18,83,0,2112.0
1100,38,28,0,1100.0
1397,118,37,0,1397.0
2496,117,90,1,3744.0
1725,37,37,0,1725.0
1280,94,28,0,1280.0
1613,115,96,1,2419.5
1559,95,29,0,1559.0
954,64,22,0,954.0
803,10,86,1,1204.5
1291,79,52,1,1807.3999999999999
1001,42,20,1,1101.1000000000001
2230,48,57,1,3122.0
740,44,24,0,740.0
2368,82,26,1,2604.8
1103,87,63,0,1103.0
717,97,59,1,1003.8
1786,16,37,0,1786.0
2829,54,92,1,4243.5
2680,102,13,1,2680.0
2200,35,31,0,2200.0
1767,98,95,1,2650.5
1972,28,48,1,2563.6
1216,2,43,1,1580.8
952,94,53,0,952.0
1255,13,51,1,1757.0
2212,41,49,1,2875.6
582,80,21,0,582.0
1974,59,11,0,1974.0
796,69,37,1,955.1999999999999
2127,119,83,0,2127.0
1917,92,95,0,1917.0
1306,53,90,0,1306.0
1756,103,99,1,2634.0
2574,45,76,1,3861.0
400,20,80,0,400.0
418,24,81,1,627.0
983,61,93,0,983.0
855,91,85,1,1282.5
2436,94,90,0,2436.0
1532,58,19,1,1532.0
2892,109,95,0,2892.0
2352,27,66,1,3528.0
2550,26,95,1,3825.0
1387,7,46,0,1387.0
919,42,86,1,1378.5
1258,47,73,1,1887.0
573,53,88,1,859.5
1766,59,95,1,2649.0
2878,38,49,1,3741.4
1126,69,69,1,1689.0
2110,87,57,1,2954.0
2275,92,28,1,2502.5
2081,98,81,0,2081.0
1747,53,42,1,2271.1
1389,15,53,0,1389.0
819,96,46,1,1064.7
993,26,98,0,993.0
2932,48,45,1,3811.6
2174,95,90,0,2174.0
2859,19,97,0,2859.0
1335,9,30,1,1602.0
1507,64,11,0,1507.0
1536,93,40,1,1996.8000000000002
731,54,39,1,877.1999999999999
2488,51,85,0,2488.0
2193,39,53,1,3070.2
1358,4,21,0,1358.0
504,3,60,0,504.0
601,64,58,1,841.4
2897,29,33,1,3476.4
2242,116,33,1,2690.4
2266,11,69,1,3399.0
2396,97,20,1,2635.6000000000004
1689,102,22,0,1689.0
1309,58,81,0,1309.0
609,75,83,1,913.5
962,27,81,1,1443.0
1963,97,73,1,2944.5
1170,21,29,0,1170.0
2901,39,81,0,2901.0
1028,95,82,0,1028.0
2028,102,80,1,3042.0
2101,46,87,1,3151.5
786,66,37,0,786.0
2335,91,11,1,2335.0
2743,36,52,1,3840.2
2705,75,17,0,2705.0
1504,111,22,0,1504.0
667,82,94,1,1000.5
2866,65,44,0,2866.0
2682,63,32,1,3218.4
2256,99,55,0,2256.0
2398,35,24,0,2398.0
1780,31,11,1,1780.0
1636,28,70,1,2454.0
973,103,85,0,973.0
448,1,73,1,672.0
1550,25,61,0,1550.0
622,43,45,1,808.6
1831,102,76,0,1831.0
1928,84,78,0,1928.0
2219,67,76,0,2219.0
2724,63,56,1,3813.6
1861,51,92,0,1861.0
1530,2,11,0,1830.0
2081,82,53,0,2081.0
2867,108,73,0,2867.0
774,64,90,1,1161.0
2520,74,87,1,3780.0
2421,69,37,0,2421.0
1453,9,63,0,1453.0
2289,2,83,1,3433.5
2223,34,76,0,2223.0
